14:15:01 INFO  application.ApplicationManager - Start browser CHROME
14:15:02 INFO  tests.TestBase - ==================================
14:15:02 INFO  tests.TestBase - Start on method - loginTestBase
14:15:02 INFO  tests.TestBase - Start test with Data - []
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
14:15:02 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
14:15:02 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
14:15:02 INFO  tests.TestBase - End off method - loginTestBase
