20:26:12 INFO  application.ApplicationManager - Start browser CHROME
20:26:13 INFO  tests.TestBase - ==================================
20:26:13 INFO  tests.TestBase - Start on method - smokeTest
20:26:13 INFO  tests.TestBase - Start test with Data - []
20:26:15 INFO  tests.TestBase - End off method - smokeTest
20:26:15 INFO  tests.TestBase - ==================================
20:26:15 INFO  tests.TestBase - Start on method - smokeTest
20:26:15 INFO  tests.TestBase - Start test with Data - []
20:26:15 INFO  tests.TestBase - End off method - smokeTest
20:26:15 INFO  tests.TestBase - ==================================
20:26:15 INFO  tests.TestBase - Start on method - loginNegativeTestWithWrongPassword
20:26:15 INFO  tests.TestBase - Start test with Data - []
20:26:15 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:15 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:15 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:15 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:15 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:15 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:15 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
20:26:15 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
20:26:16 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
20:26:16 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
20:26:16 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
20:26:16 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:17 INFO  tests.TestBase - End off method - loginNegativeTestWithWrongPassword
20:26:17 INFO  tests.TestBase - ==================================
20:26:17 INFO  tests.TestBase - Start on method - loginPositive
20:26:17 INFO  tests.TestBase - Start test with Data - []
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
20:26:17 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Password']
20:26:17 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Password'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //button[.=' Login']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //button[.=' Login'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='ADD']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //a[.='ADD'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //button[.='Sign Out']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //button[.='Sign Out'] was found
20:26:18 INFO  tests.TestBase - End off method - loginPositive
20:26:18 INFO  tests.TestBase - ==================================
20:26:18 INFO  tests.TestBase - Start on method - loginPositiveDto
20:26:18 INFO  tests.TestBase - Start test with Data - []
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //a[.='LOGIN']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //a[.='LOGIN'] was found
20:26:18 INFO  application.MyListener - Start find element by --> By.xpath: //input[@placeholder='Email']
20:26:18 INFO  application.MyListener - The element --> By.xpath: //input[@placeholder='Email'] was found
